cat,subcat,market,region,y,y_fcst,MSE,MAPE
Office Supplies,Appliances,Africa,all,"[593.52, 158.16, 139.8, 1168.8000000000002, 97.17, 225.24, 1368.52, 805.65, 583.02, 2735.8, 292.02, 2815.8299999999995, 77.22, 1329.27, 1196.8, 3156.0000000000005, 2355.3599999999997, 309.75, 337.62, 2111.64, 1570.37, 1275.33, 1687.23, 1048.8, 1522.1699999999998, 309.39, 365.74, 2092.08, 81.6, 2669.0099999999998, 1306.65, 568.47, 649.95, 839.14, 2116.39, 1830.96, 4340.37, 1533.53, 2874.9, 1370.3899999999999, 404.58, 4100.2, 5771.950000000001, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2107.0, 1596.0, 2405.0, 868.0, 1000.0, 1886.0, 4529.0, 2786.0, 2371.0, 1624.0, 523.0, 2443.0, 4843.0, 1698.0, 1174.0, 1986.0, 1692.0, 1569.0, 4414.0, 1629.0, 778.0, 1385.0, 818.0, 2278.0, 6879.0, 1496.0, 1139.0, 2373.0, 1818.0, 1708.0, 4382.0, 1626.0, 790.0, 1389.0, 816.0, 2267.0]",0.9819966385334303,170.80596923828125
Office Supplies,Appliances,Asia Pacific,all,"[513.54, 2636.1, 2967.55, 8001.780000000001, 5106.150000000001, 9761.650000000001, 3268.26, 1773.65, 4641.630000000001, 7814.220000000001, 7630.5199999999995, 8987.39, 6423.790000000001, 1185.92, 2231.08, 2410.24, 5776.8, 10065.27, 1924.8, 14095.310000000001, 6603.5, 10383.279999999999, 7711.32, 9945.59, 3950.64, 721.74, 5077.14, 6237.59, 7319.36, 8818.82, 7180.94, 6349.5599999999995, 7223.42, 11257.979999999998, 3505.86, 6724.02, 10385.369999999999, 5695.57, 7282.799999999999, 8377.050000000001, 9721.23, 6378.929999999999, 14755.359999999999, 15381.449999999999, 4550.5599999999995, 12184.71, 21478.210000000003, 17461.059999999998, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, -688.0, 2910.0, 10045.0, 8624.0, 11627.0, 8514.0, 10920.0, 10102.0, 14247.0, 11916.0, 5134.0, 12835.0, 21649.0, 16080.0, 3258.0, 1521.0, 11221.0, 8627.0, 10735.0, 10235.0, 15550.0, 12352.0, 13419.0, 17839.0, 17405.0, 15469.0, 4075.0, 1710.0, 10850.0, 8395.0, 10434.0, 9693.0, 14785.0, 12094.0, 12755.0, 16866.0]",0.40673920306532335,199.71975708007812
Office Supplies,Appliances,Europe,all,"[809.9100000000001, 641.6800000000001, 3685.8799999999997, 4733.52, 3242.8700000000003, 2699.22, 1336.5900000000001, 4610.82, 20573.46, 301.11, 6799.71, 1799.77, 5612.67, 1407.27, 710.0999999999999, 4009.8, 2797.74, 8877.41, 6987.58, 4215.719999999999, 1201.15, 8277.79, 15883.919999999998, 12410.980000000001, 10054.72, 5987.390000000001, 4099.82, 4069.46, 16976.46, 6287.22, 5618.26, 7035.44, 2813.48, 9660.23, 6545.01, 4284.530000000001, 7454.1900000000005, 2669.37, 4699.66, 8298.609999999999, 7402.79, 8364.87, 17732.88, 13111.11, 6023.49, 8141.16, 10494.83, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 11436.0, 519.0, 10059.0, 7406.0, 5164.0, 8025.0, 6456.0, 8217.0, 17089.0, 12697.0, 6829.0, 8710.0, 11836.0, 9282.0, 15172.0, 4229.0, 9494.0, 16078.0, 12745.0, 8434.0, 23854.0, 18413.0, 10358.0, 10400.0, 16242.0, 12262.0, 21690.0, 6512.0, 13554.0, 22180.0, 17632.0, 13040.0, 35664.0, 27295.0, 12562.0, 13614.0]",0.5042751169990665,157.90289306640625
Office Supplies,Appliances,LATAM,all,"[3540.88, 1195.62, 1945.84, 208.8, 2489.47, 3597.8300000000004, 26.24, 3080.12, 4214.32, 2498.91, 12527.84, 1895.9, 940.6800000000001, 357.83, 1903.0, 2186.48, 8036.459999999999, 1040.4299999999998, 3456.2599999999998, 2831.58, 3933.01, 2634.76, 4091.3, 9079.86, 5180.85, 1466.68, 1182.15, 3523.3, 4533.5199999999995, 10035.11, 584.63, 3573.48, 3427.03, 5615.46, 4163.65, 3815.03, 1057.38, 205.92, 5082.630000000001, 5623.98, 4129.48, 5714.849999999999, 1342.06, 8009.9, 2347.0, 9043.079999999998, 6766.65, 7937.9800000000005, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3986.0, 3824.0, 25.0, 2953.0, 7639.0, 1628.0, 7972.0, 442.0, 6528.0, 4000.0, 6842.0, 8884.0, 5574.0, 4745.0, -821.0, 7942.0, 8602.0, 2795.0, 6729.0, -55.0, 10166.0, 4938.0, 8706.0, 9215.0, 7943.0, 5689.0, -656.0, 9205.0, 9748.0, 3803.0, 7856.0, 111.0, 12099.0, 6263.0, 10546.0, 11080.0]",0.466004662563023,389.9158020019531
Office Supplies,Appliances,USCA,all,"[312.58, 463.51, 657.8600000000001, 403.82, 2425.3199999999997, 706.4799999999999, 1228.2, 2053.74, 2349.45, 1040.8500000000001, 2023.7799999999997, 3011.9900000000002, 250.8, 571.87, 1236.44, 4914.05, 2111.98, 1753.5, 1949.45, 1005.5, 2165.73, 2428.8, 6611.969999999999, 2148.39, 64.86, 753.26, 2456.36, 508.41, 1821.16, 1901.3600000000001, 2097.46, 3210.82, 2526.42, 4161.2699999999995, 2978.06, 5060.14, 2547.9900000000007, 3521.48, 2482.65, 657.97, 2577.71, 3083.1, 1054.6799999999998, 6537.990000000001, 3813.46, 3617.2999999999997, 6082.129999999999, 7601.6900000000005, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 5424.0, 3943.0, 2834.0, 3713.0, 1476.0, 3027.0, 5981.0, 90.0, 7406.0, 4086.0, 4514.0, 5786.0, 9218.0, 2329.0, 4463.0, 3845.0, 1046.0, 2368.0, 7320.0, -496.0, 7813.0, 6032.0, 4980.0, 6098.0, 9937.0, 2681.0, 4219.0, 3881.0, 898.0, 2444.0, 7355.0, -415.0, 7895.0, 6121.0, 5066.0, 6205.0]",0.6961967716059816,357.1998596191406
Office Supplies,Binders,all,all,"[2517.37, 2570.6299999999997, 4300.9400000000005, 3288.9600000000005, 6940.020000000001, 7603.890000000001, 5849.59, 10581.440000000002, 15421.899999999998, 4534.07, 13048.46, 10434.79, 3480.75, 4079.68, 11862.32, 6835.740000000001, 4565.7699999999995, 10706.060000000001, 4997.58, 8613.73, 9297.83, 6004.869999999999, 11218.56, 11664.3, 6349.530000000001, 4622.43, 5455.370000000001, 6619.349999999999, 8010.450000000001, 10561.17, 6645.64, 9279.460000000001, 16242.619999999997, 10950.839999999998, 11831.27, 24471.829999999998, 13480.529999999999, 4505.320000000001, 7143.12, 11351.560000000001, 9179.589999999998, 12253.579999999998, 5108.080000000001, 25121.480000000007, 21380.629999999997, 17932.95, 16917.210000000003, 16036.83, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 25013.0, 12952.0, 11012.0, 16647.0, 11591.0, 8575.0, 11217.0, 4232.0, 25565.0, 8509.0, 20271.0, 22300.0, 27328.0, 16436.0, 9549.0, 13007.0, 18431.0, 9491.0, 12277.0, 8014.0, 31382.0, 18467.0, 29176.0, 30252.0, 33973.0, 23205.0, 12147.0, 16203.0, 22536.0, 12121.0, 16148.0, 9407.0, 40824.0, 26092.0, 36847.0, 37058.0]",1.238468828846332,225.74606323242188
Office Supplies,Binders,Africa,all,"[67.67999999999999, 221.78, 196.55, 387.38000000000005, 87.78, 314.32, 303.35, 128.45999999999998, 692.29, 144.96999999999997, 456.26000000000005, 708.59, 170.32, 246.38, 174.27, 243.17, 462.02000000000004, 488.30999999999995, 801.54, 597.76, 110.16000000000001, 871.9000000000001, 691.42, 733.73, 274.28, 176.08, 290.03, 433.26, 900.47, 578.52, 517.36, 714.6099999999999, 451.09000000000003, 792.96, 686.96, 355.73, 344.15, 706.8100000000001, 1027.75, 407.77, 1257.24, 192.17, 381.01, 443.99999999999994, 284.52000000000004, 1034.5900000000001, 761.24, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 288.0, 296.0, 219.0, 1021.0, 950.0, 325.0, 1156.0, 322.0, 703.0, 363.0, 667.0, 698.0, 584.0, 975.0, 453.0, 1390.0, 1130.0, 472.0, 1586.0, 408.0, 1036.0, 436.0, 867.0, 1037.0, 680.0, 1271.0, 685.0, 1776.0, 1565.0, 690.0, 2245.0, 530.0, 1227.0, 592.0, 1055.0, 1545.0]",1.1149402917853877,161.15902709960938
Office Supplies,Binders,Asia Pacific,all,"[398.32000000000005, 635.15, 866.23, 490.44000000000005, 714.21, 1153.98, 1180.98, 1841.7499999999998, 854.7, 2103.45, 1066.05, 1908.67, 1352.88, 448.85, 762.7, 403.1, 1407.1, 1598.5600000000002, 849.48, 1964.6599999999999, 1912.8400000000001, 2096.79, 2642.0100000000007, 1459.03, 1338.83, 1484.71, 1308.7, 1888.2800000000002, 2944.4299999999994, 3253.9599999999996, 578.21, 3388.0699999999997, 2466.3300000000004, 1416.7800000000002, 1049.94, 1994.8000000000002, 1084.96, 2155.9399999999996, 1387.28, 2134.94, 2186.23, 2456.13, 1053.3799999999999, 3690.3300000000004, 2583.57, 2924.66, 2688.92, 2037.8300000000002, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 555.0, -136.0, 1494.0, -449.0, 1685.0, 2949.0, 1690.0, 669.0, 3213.0, 2928.0, 2403.0, 2175.0, 812.0, 2211.0, 2695.0, 1525.0, 3835.0, 3368.0, 1715.0, 2173.0, 4276.0, 2984.0, 3467.0, 3665.0, 857.0, 2679.0, 3854.0, 2338.0, 5550.0, 4483.0, 2704.0, 2272.0, 5916.0, 4568.0, 4583.0, 5260.0]",0.26037184073642394,1017.7836303710938
Office Supplies,Binders,Europe,all,"[829.51, 1323.6499999999999, 1434.37, 1206.89, 1044.2200000000003, 1320.48, 621.0699999999999, 2161.8199999999997, 2067.3500000000004, 1132.31, 3700.0400000000004, 2309.49, 1346.9699999999998, 592.11, 2072.57, 1094.07, 1156.68, 2084.13, 1719.0900000000001, 2851.2000000000003, 3463.75, 1269.06, 3588.49, 3536.43, 1642.48, 2041.2999999999997, 2216.52, 646.0, 1869.27, 4158.69, 1897.0500000000002, 3780.4900000000007, 2202.68, 976.91, 3206.75, 3360.84, 2228.71, 1115.7, 1434.1100000000001, 2123.9700000000003, 2673.92, 4236.610000000001, 1672.1100000000001, 6282.620000000001, 3629.7200000000003, 1901.25, 4548.27, 6576.679999999999, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 239.0, 3816.0, 2626.0, 883.0, 2237.0, 3579.0, 2301.0, 3629.0, 5043.0, 1701.0, 2727.0, 4351.0, 3540.0, 3901.0, 2660.0, 1411.0, 3045.0, 4269.0, 3279.0, 4344.0, 6498.0, 2481.0, 2747.0, 4329.0, 4350.0, 4268.0, 2642.0, 1583.0, 3325.0, 4698.0, 3944.0, 4610.0, 7292.0, 3001.0, 2955.0, 4918.0]",0.6725376701019236,100.91685485839844
Office Supplies,Binders,LATAM,all,"[412.99, 20.3, 190.42000000000002, 241.82999999999998, 348.32000000000005, 707.1700000000001, 660.59, 284.49, 885.3299999999999, 525.55, 1481.92, 1101.43, 404.0, 50.7, 517.9, 576.7399999999999, 669.13, 920.29, 718.03, 359.5, 541.89, 1785.37, 848.79, 1166.43, 815.51, 214.29999999999998, 570.09, 1059.6000000000001, 1564.71, 1233.77, 1298.5500000000002, 501.65999999999997, 1291.62, 1297.72, 1736.3399999999997, 1277.81, 112.25, 272.64, 931.7200000000001, 1122.61, 897.7, 1843.38, 514.26, 943.39, 2351.5299999999997, 2658.79, 2214.0699999999997, 996.43, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1287.0, -114.0, 645.0, 1792.0, 1103.0, 1116.0, 838.0, 598.0, 1855.0, 2745.0, 2228.0, 2362.0, 711.0, -92.0, 1517.0, 1988.0, 1720.0, 1206.0, 1130.0, 495.0, 1910.0, 3492.0, 3496.0, 3438.0, 1105.0, -235.0, 1965.0, 2739.0, 2463.0, 1999.0, 2291.0, 909.0, 2630.0, 5488.0, 5568.0, 5222.0]",0.9605114547828433,240.9676055908203
Office Supplies,Binders,USCA,all,"[808.8700000000001, 369.75, 1613.3700000000001, 962.4200000000001, 4745.49, 4107.9400000000005, 3083.6, 6164.92, 10922.23, 627.7900000000001, 6344.1900000000005, 4406.61, 206.58000000000004, 2741.64, 8334.88, 4761.830000000001, 1089.69, 5641.0599999999995, 1222.6699999999998, 2636.83, 2781.5899999999997, 743.4900000000001, 3267.37, 4810.99, 1818.9800000000002, 607.8399999999999, 1183.9799999999998, 2735.4399999999996, 1198.78, 1014.28, 2293.31, 1091.8799999999999, 9567.38, 6808.339999999999, 5045.28, 17151.42, 9698.88, 616.89, 2683.2, 4942.29, 3013.9700000000003, 2460.2200000000003, 1676.1599999999999, 13824.130000000001, 12371.81, 10163.73, 6431.360000000001, 5664.6500000000015, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15952.0, 13059.0, 10317.0, 4191.0, 4954.0, -128.0, 2126.0, -2515.0, 9703.0, 10805.0, 8777.0, 5749.0, 14646.0, 15958.0, 1479.0, 7041.0, 5080.0, 8452.0, 4918.0, 544.0, 12496.0, 14282.0, 20766.0, 8925.0, 13874.0, 20853.0, 2176.0, 8791.0, 7801.0, 9685.0, 7304.0, 2003.0, 19287.0, 19511.0, 25795.0, 12376.0]",1.0173270330186723,110.68560791015625
Office Supplies,Envelopes,all,all,"[1627.2000000000003, 803.1300000000001, 1416.56, 2431.06, 1712.2600000000002, 2339.06, 1820.36, 3577.3599999999997, 3068.96, 1943.36, 3877.49, 2676.15, 1711.2000000000003, 1398.68, 1342.03, 3129.3800000000006, 2814.97, 4296.759999999999, 3126.7200000000003, 2707.0, 5249.209999999998, 3650.23, 4201.66, 4060.01, 2421.39, 2225.6600000000003, 3581.5400000000004, 1924.58, 3416.96, 5139.71, 2784.48, 6925.500000000001, 7714.08, 3145.2700000000004, 5381.300000000001, 5819.1, 3333.96, 1738.0400000000002, 4807.75, 2759.3600000000006, 4795.500000000001, 5450.599999999999, 2237.38, 4360.329999999999, 4817.719999999999, 6618.08, 6279.679999999999, 6558.809999999999, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1171.0, 5785.0, 2460.0, 2575.0, 5797.0, 7872.0, 1034.0, 7026.0, 6027.0, 665.0, 7886.0, 6523.0, 4372.0, 7549.0, 4598.0, 3796.0, 5200.0, 9286.0, 5145.0, 7977.0, 8306.0, 5612.0, 9784.0, 8235.0, 6249.0, 10624.0, 5618.0, 5914.0, 7060.0, 11733.0, 7824.0, 9733.0, 10692.0, 7342.0, 12797.0, 11015.0]",0.3853597037656679,164.34591674804688
Office Supplies,Envelopes,Africa,all,"[35.61, 77.1, 35.97, 205.64999999999998, 129.13, 365.93999999999994, 44.910000000000004, 56.480000000000004, 31.43, 193.04, 232.89, 394.24, 93.08, 103.09, 28.89, 286.26, 464.14, 92.49000000000001, 121.34, 28.41, 206.94, 22.43, 83.45, 72.87, 108.28999999999999, 5.64, 461.09999999999997, 326.7300000000001, 51.39, 902.89, 582.89, 265.25, 199.02, 133.12, 307.26, 61.86, 472.80000000000007, 298.19999999999993, 340.55, 97.56, 429.96000000000004, 139.34, 304.26, 105.27, 441.36999999999995, 247.45, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, -165.0, 150.0, 236.0, 501.0, 120.0, 124.0, 595.0, 330.0, 584.0, 882.0, 332.0, 655.0, 219.0, 963.0, 15.0, 1096.0, 554.0, 1176.0, -1.0, 921.0, 81.0, 1221.0, -24.0, 1213.0, 209.0, 1727.0, 100.0, 2048.0, 927.0, 1794.0, 40.0, 1751.0, 116.0, 1836.0, 39.0, 2003.0]",1.888621848503438,199.31707763671875
Office Supplies,Envelopes,Asia Pacific,all,"[894.23, 370.38, 306.13, 1267.8700000000001, 555.01, 468.4200000000001, 720.18, 2008.06, 1203.6299999999999, 851.9399999999999, 1548.85, 579.71, 862.7, 409.47, 304.7, 825.99, 1244.5900000000001, 1114.54, 642.85, 1283.8600000000001, 1409.5799999999997, 1476.74, 1110.33, 735.02, 638.3, 406.7, 413.13000000000005, 504.14000000000004, 1647.5300000000002, 1886.5799999999997, 764.6400000000001, 2222.57, 2470.5899999999997, 900.64, 1841.84, 1798.1900000000003, 1322.1499999999999, 445.26, 1779.9599999999998, 854.27, 2541.92, 2243.52, 463.65, 1982.4900000000002, 1722.5300000000002, 2906.1799999999994, 2028.38, 2185.7200000000003, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1551.0, 1263.0, 1356.0, 1612.0, 2378.0, 3025.0, 1233.0, 1887.0, 2539.0, 1372.0, 2758.0, 2556.0, 2324.0, 2199.0, 758.0, 1009.0, 1200.0, 3177.0, 1587.0, 2090.0, 1918.0, 425.0, 2596.0, 2831.0, 2600.0, 2804.0, 943.0, 1548.0, 1366.0, 4245.0, 2364.0, 2518.0, 2568.0, 751.0, 3821.0, 3965.0]",0.9456278122533048,96.40420532226562
Office Supplies,Envelopes,Europe,all,"[101.82000000000001, 173.43, 297.87, 354.21, 457.96999999999997, 835.75, 125.13, 999.4000000000001, 823.25, 263.94, 510.4, 310.15999999999997, 350.82, 125.41999999999999, 240.04000000000002, 970.6800000000001, 378.11999999999995, 996.9300000000001, 831.16, 1105.05, 1604.42, 934.41, 1237.3, 743.04, 1075.0, 1358.4300000000003, 1126.44, 366.5, 805.7, 1283.8799999999999, 728.04, 2539.4700000000003, 2471.81, 1050.54, 842.25, 1683.57, 1011.5899999999999, 1150.5, 1350.3000000000002, 322.59, 481.11, 1545.62, 502.40999999999997, 1567.3799999999999, 1252.35, 1420.37, 2062.42, 1881.33, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1565.0, 1147.0, 874.0, 533.0, 429.0, 740.0, 802.0, 348.0, 1245.0, 1045.0, 1496.0, 1903.0, 2174.0, 1462.0, 2017.0, 2228.0, 2502.0, 634.0, 1423.0, 944.0, 2821.0, 1782.0, 2300.0, 2786.0, 3848.0, 2424.0, 3248.0, 3551.0, 3235.0, 978.0, 2656.0, 1384.0, 4379.0, 3180.0, 3586.0, 4634.0]",0.5919216226685058,572.32666015625
Office Supplies,Envelopes,LATAM,all,"[435.88, 182.22, 434.75, 453.98, 412.02, 639.6899999999999, 793.28, 222.24999999999997, 700.5300000000001, 499.74, 671.5600000000001, 1161.25, 85.96, 459.56, 529.34, 985.96, 488.17, 1453.61, 1142.3899999999999, 225.6, 1482.4, 817.25, 1223.33, 1661.04, 430.41999999999996, 162.12, 1237.54, 871.26, 387.23, 1480.07, 745.4100000000001, 897.98, 1508.6299999999999, 767.54, 1680.48, 1646.01, 382.26000000000005, 54.18, 718.5400000000001, 1267.3200000000002, 999.1200000000001, 1482.37, 783.46, 629.4000000000001, 1251.54, 1739.23, 1235.71, 1837.27, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 819.0, 658.0, 1074.0, 449.0, 1028.0, 1859.0, 612.0, 1589.0, 1145.0, 533.0, 2164.0, 1652.0, 623.0, -394.0, 1065.0, 809.0, 1465.0, 1878.0, 791.0, 142.0, 1745.0, 1169.0, 2086.0, 2010.0, 821.0, -327.0, 1090.0, 896.0, 1665.0, 2059.0, 898.0, 203.0, 1861.0, 1322.0, 2362.0, 2204.0]",0.17768983387201034,100.3961410522461
Office Supplies,Envelopes,USCA,all,"[159.66, 341.84000000000003, 149.35, 158.13, 29.259999999999998, 136.86, 291.17, 310.11999999999995, 327.74, 953.6400000000001, 392.14000000000004, 17.48, 311.15, 164.85999999999999, 317.85999999999996, 417.83, 267.53999999999996, 510.32, 631.47, 393.41999999999996, 423.75999999999993, 898.48, 194.22, 225.54000000000002, 696.1399999999999, 177.04, 115.4, 162.45, 494.99999999999994, 362.59, 680.16, 161.3, 817.71, 558.21, 310.7, 26.240000000000002, 486.15, 16.98, 432.8, 81.53, 57.9, 41.72, 287.03999999999996, 447.03000000000003, 511.79999999999995, 407.04, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 161.0, 457.0, 699.0, 112.0, -25.0, 469.0, 182.0, 449.0, -126.0, 236.0, 701.0, 590.0, 0.0, 571.0, 12.0, 422.0, 348.0, 378.0, 261.0, 82.0, 284.0, 375.0, 428.0, 645.0, 40.0, 572.0, -12.0, 456.0, 352.0, 401.0, 272.0, 83.0, 299.0, 404.0, 454.0, 679.0]",0.1915693033725903,2004.5892333984375
Office Supplies,Fasteners,all,all,"[597.8, 982.61, 1341.6299999999999, 929.25, 980.1600000000001, 1631.7300000000002, 1129.3400000000004, 1312.8200000000002, 1850.2999999999997, 1440.11, 1163.8100000000002, 1694.3300000000002, 904.9999999999999, 976.2199999999997, 1433.5600000000002, 1372.4299999999998, 1753.7900000000002, 2270.31, 1042.74, 2373.0800000000004, 1658.73, 2247.7400000000002, 2631.32, 2132.75, 791.2400000000001, 795.4, 926.8299999999999, 1235.4000000000005, 1960.9, 2073.55, 1161.67, 3299.35, 2488.8599999999997, 2059.2, 2890.24, 3207.7799999999997, 1355.9, 1284.9199999999998, 1702.5400000000002, 2196.54, 2057.9099999999994, 4374.280000000002, 1606.4199999999998, 2743.34, 2947.6000000000004, 3075.05, 4339.579999999999, 3069.129999999999, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2298.0, 1973.0, 1189.0, 1836.0, 4071.0, 2741.0, 2938.0, 3264.0, 1707.0, 2778.0, 3957.0, 4265.0, 2623.0, 2231.0, 1720.0, 1648.0, 2909.0, 2445.0, 3297.0, 3407.0, 2319.0, 3187.0, 4270.0, 5128.0, 2634.0, 2672.0, 1925.0, 1808.0, 3156.0, 2670.0, 3723.0, 3614.0, 2564.0, 3569.0, 4681.0, 5682.0]",0.43755498587981695,242.947509765625
